Animal_ID,Species,Age,Gender,Weight_kg,BMI,Medical_Condition,Daily_Caloric_Intake,Protein_Intake,Fat_Intake,Carbohydrate_Intake,Water_Intake,Activity_Level,Metabolic_Rate,Heart_Rate,Respiratory_Rate,Feeding_Frequency
240,Cat,3,Female,15.58,95.6,FLUTD,373.9,101.5,121.1,113.9,1.99,Moderate,1641.6,123,27,4
241,Dog,3,Male,10.27,,Hip Dysplasia,1238.5,32.6,190.9,103.2,3.52,Sedentary,1124.3,136,26,2
242,Dog,7,Male,18.83,188.81,Pancreatitis,1812,58.3,144.8,276.8,,Sedentary,1647.5,119,15,3
243,Horse,12,Male,318.99,110.6,Equine Influenza,1785,147.2,85.6,291.8,3.76,Active,365.2,156,19,1
244,Cat,16,Female,8.28,,FLUTD,2268.9,54.2,133.8,98.7,4.76,Sedentary,1764.9,97,10,2
245,Cow,19,Female,588.64,193.05,Foot-and-Mouth,1364.2,149.1,25.9,269.5,3.62,Active,,100,20,1
246,Dog,20,Male,5.11,16.52,Pancreatitis,701.4,125.2,,,4.55,Sedentary,983.5,113,,4
247,Cat,16,Female,31.69,70.24,Chronic Kidney Disease,2041.1,84.4,143.3,,,Sedentary,1576.3,146,17,2
248,Rabbit,3,Male,12.37,,Uterine Tumors,539.3,129.1,,,4.67,Moderate,401.1,146,26,2
249,Horse,5,Male,670.24,315.68,EMS,1749.3,146.3,148.2,,3.73,Sedentary,319.4,66,21,3
250,Horse,9,Female,661.57,289.34,EMS,1807.3,50.5,21.6,82.3,0.86,Moderate,1580,98,21,4
251,Dog,6,Female,15.48,,Heartworm,,,43.8,253.3,1.42,Sedentary,542.2,71,25,4
252,Dog,2,Female,14.84,38.43,Hip Dysplasia,326,21.6,96.8,250.2,2.31,Sedentary,1312.1,82,11,3
253,Horse,13,Female,601.75,252.71,EHV,631.7,95.4,143.6,43.4,2.61,Active,1370.6,133,29,4
254,Dog,20,Male,27.3,104.75,Hip Dysplasia,2025.1,55.6,124,,3.28,Active,1549.5,91,23,4
255,Horse,8,Male,435.7,170.47,Strangles,2119.2,63.8,,,3.78,Active,464.7,,29,4
256,Cow,18,Female,438.08,154.7,BRD,802.5,31.8,13.6,169,0.64,Moderate,984,122,28,1
257,Cow,1,Female,364.96,,Milk Fever,,22,,189.5,,Moderate,419.2,122,15,4
258,Dog,5,Female,9.06,90.22,Allergies,329.7,54.7,134.4,35.8,0.54,Sedentary,383.2,115,20,2
259,Cat,1,Female,14.75,119.18,FLUTD,646,,72.1,34.5,2.87,Active,1445.9,145,14,2
260,Rabbit,16,Female,,,Myxomatosis,1503.7,19.4,71.1,212,4.65,Moderate,1079.9,90,15,3
261,Rabbit,5,Female,33.78,82.44,Pasteurellosis,735.4,15.5,123.5,113.2,1.24,Active,747.1,129,16,3
262,Sheep,2,Female,71.58,152.02,Caseous Lymphadenitis,317.2,18.3,101.8,252.7,0.62,Active,986.1,82,29,3
263,Dog,11,Male,,171.07,Hip Dysplasia,2245.8,110.8,,86.6,0.78,Sedentary,1095.7,,20,4
264,Horse,17,Female,362.18,147.78,Laminitis,734.6,,,147.2,2.71,Moderate,601.6,141,25,4
265,Cat,6,Male,31.68,136.36,Dental Disease,,107,38.8,112.1,4.65,Active,533.6,159,,3
266,Rabbit,9,Male,9.21,55.82,Uterine Tumors,1171.5,124.3,38.1,,1.83,Moderate,558,64,16,4
267,Rabbit,4,Female,24.19,56.96,Pasteurellosis,1823.3,97,6.2,135.9,,Moderate,1257.8,135,21,1
268,Sheep,8,Male,45.26,152.04,Enterotoxemia,1019.5,77.1,,264.1,2.23,Active,1741.7,156,,1
269,Dog,5,Female,23.58,75.08,Hip Dysplasia,1586.2,124.4,126.9,141.2,4.48,Sedentary,,159,26,3
270,Dog,10,Female,16.03,95.13,Pancreatitis,1710.1,97.7,50,182.9,1.04,Active,1556,76,,2
271,Cow,6,Male,445.25,176.56,BRD,484.3,108,94.7,249.8,1.02,Moderate,926.3,92,13,4
272,Cow,1,Female,778.97,299.81,BRD,2232.9,70.6,13.8,193.9,1.33,Moderate,,105,28,3
273,Cow,14,Male,516.41,256.97,Ketosis,,73,72.8,195.3,0.67,Sedentary,755,129,27,1
274,Cat,11,Male,18.72,58.93,FeLV,2010.7,72.6,126.7,216.9,1.45,Active,1587,120,15,4
275,Horse,18,Female,596.78,,Laminitis,,50,,128,4.9,Sedentary,970.8,154,24,3
276,Sheep,16,Male,118.18,,Enterotoxemia,621.1,,41.6,25.6,,Sedentary,475.7,144,10,4
277,Dog,18,Male,32.01,128.25,Pancreatitis,1017.1,71.6,42.2,199.4,3.88,Active,,88,18,2
278,Sheep,8,Male,,258.57,Pregnancy Toxemia,396.1,16.6,104.1,73.1,3.58,Moderate,1717.3,,24,1
279,Cat,2,Female,39.76,393.18,Hyperthyroidism,824.4,108,152.3,140.3,4.43,Moderate,1402.3,145,21,1
280,Cow,13,Female,425.5,161.02,Bloat,,80.4,93.2,288.2,,Active,1317.2,131,21,3
281,Horse,11,Female,675.89,,PPID,829.8,36.5,15.2,297.9,,Active,1070.9,156,13,4
282,Cat,3,Male,16.42,40.61,FeLV,2047.1,18,116.9,,3.67,Active,1728.3,64,18,2
283,Dog,20,Female,22.41,153.65,Hip Dysplasia,384.1,36.8,156.3,60.7,4.08,Moderate,1720.6,129,23,4
284,Cat,15,Female,,,FIV,1653.6,81.5,36.5,128.7,4.22,Sedentary,,128,29,2
285,Cow,2,Female,737.94,282.72,Mastitis,1013.5,19.1,196,119,4.91,Active,906.6,157,22,2
286,Cat,10,Female,,82.63,FLUTD,1312.7,96.2,64.9,262.2,3.03,Moderate,387.1,76,12,1
287,Sheep,9,Female,107.87,315.74,Scrapie,689.5,48.1,150.2,91.9,1.49,Active,611.4,102,20,4
288,Cat,16,Female,31.4,150.15,Dental Disease,2393.1,145.1,17.2,,1.49,Active,,104,,4
289,Cow,11,Male,614.22,242.13,Foot-and-Mouth,,120.5,128.9,86.7,3.14,Moderate,740.8,68,12,4
290,Cow,4,Female,,315.14,Ketosis,664.3,25.6,127.6,158.6,3.67,Moderate,1400.4,101,,1
291,Dog,9,Female,11.83,61.64,Lyme Disease,1328,109.9,138.7,48,3.11,Sedentary,1132.5,122,29,1
292,Cat,17,Female,,137.36,Chronic Kidney Disease,557.3,126.4,,170.8,3.72,Moderate,1584.1,94,18,4
293,Cat,14,Female,34.51,300.29,Chronic Kidney Disease,,131.4,183.3,,1.88,Active,786.6,88,14,4
294,Horse,16,Female,731.32,337.65,Laminitis,1283.1,86.5,92.9,125.9,,Moderate,1262.9,68,,3
295,Sheep,2,Female,109.71,272.51,Parasites,370,130.7,154.7,168.6,2.19,Moderate,1070,88,21,4
296,Dog,16,Female,10.7,76.17,Pancreatitis,547,116.9,133.8,191.7,2.85,Moderate,1212.9,106,28,1
297,Rabbit,5,Female,7.39,19.63,Pasteurellosis,,89.3,119,199.6,3.05,Moderate,947.9,,11,4
298,Sheep,13,Male,102.79,245.78,Scrapie,652.1,69.1,126.2,142.5,3.59,Sedentary,1148.8,139,14,1
299,Rabbit,8,Male,7.36,28.58,RHD,1835.5,10.3,171.4,247.9,0.69,Moderate,439.7,,,2
300,Dog,17,Female,18.92,114.95,Hip Dysplasia,1179.5,96.1,,195.5,3.96,Moderate,1354.4,140,16,4
301,Cow,7,Female,386.06,123.2,Ketosis,1498,44.3,163,103.3,4.5,Sedentary,1763.4,118,20,3
302,Sheep,3,Female,69.86,186.09,Scrapie,1621.8,41.9,126.7,136.4,4.56,Moderate,712.4,108,,2
303,Cow,19,Female,352.95,165.15,Milk Fever,2380.5,30,71.8,37.1,,Moderate,1517,94,18,4
304,Cat,1,Female,5.54,19.49,Chronic Kidney Disease,2347.2,105.7,,266.5,3.4,Sedentary,1411.4,141,20,2
305,Horse,16,Female,632.5,247.32,Strangles,1064.5,105,52.1,,3,Active,859.4,132,16,3
306,Horse,19,Female,594.73,219.7,PPID,2260.3,,63.5,197.6,2.42,Sedentary,1012.2,100,26,4
307,Dog,14,Male,14.48,90.95,Heartworm,2486.1,75.6,,65.1,0.95,Active,970.7,145,25,2
308,Cat,10,Female,35.97,175.05,Chronic Kidney Disease,2223.7,116.5,75,,1.24,Moderate,1756.4,88,13,4
309,Dog,14,Male,17.99,40.28,Canine Distemper,316.9,31.5,120.2,,1.42,Active,495.1,101,27,2
310,Dog,2,Female,27.06,169.63,Heartworm,,42.2,,224.7,1.58,Sedentary,1798.1,68,28,1
311,Rabbit,11,Male,25.96,,RHD,452.2,141.9,88.2,265.3,3.95,Moderate,1132,105,14,2
312,Cow,6,Female,627.59,277.41,Foot-and-Mouth,1773.1,149.8,170,,2.25,Active,1313.8,83,22,2
313,Rabbit,3,Male,,,RHD,1004,81.7,185.4,61.6,1.13,Sedentary,905.2,,17,4
314,Cow,14,Male,756.89,238.59,Ketosis,633.6,,113.5,299.1,3.44,Active,631.3,152,29,4
315,Dog,19,Female,34.01,175.99,Allergies,676.6,21.5,101.5,,1.92,Moderate,1109.5,81,11,2
316,Horse,5,Female,505.55,,Laminitis,1062.8,104,,115.6,3.43,Active,746.8,145,25,3
317,Cat,1,Female,17.08,78.75,FIV,,75.6,92.3,223.7,0.9,Moderate,1428.6,149,17,2
318,Rabbit,14,Male,,68.6,Encephalitozoon,,85.4,,149.5,0.57,Active,1752.5,63,,1
319,Cat,1,Female,23.93,71.48,Dental Disease,,,,212.9,4.82,Active,1294.8,125,27,4
320,Cow,13,Male,648.31,253.79,BRD,2456.8,138.9,122.3,110.9,1.04,Active,1491.9,62,26,3
321,Dog,17,Female,38.3,102.73,Canine Distemper,,,167.4,258.6,0.54,Active,835.3,78,28,4
322,Horse,16,Male,304.99,106.86,Strangles,,23.8,6.2,232.6,4.52,Sedentary,677.9,,19,1
323,Dog,14,Female,22.87,57.95,Heartworm,818.4,63.7,83.7,292.1,4.07,Moderate,1773.1,86,,4
324,Rabbit,8,Female,35.71,,Pasteurellosis,2252.2,103,57.8,85.7,1.21,Sedentary,643.5,106,14,3
325,Cat,15,Male,13.1,28.58,Hyperthyroidism,2224.4,29.3,165.3,,1.81,Sedentary,1473.9,80,,4
326,Rabbit,20,Female,6.59,34.04,Uterine Tumors,,141.6,190.2,,4.69,Moderate,317.6,152,18,4
327,Rabbit,15,Male,6.7,23.64,RHD,1927.6,90.6,,246.3,4.02,Moderate,1531,109,,1
328,Sheep,7,Male,93,286.85,Scrapie,1728.6,93.5,153.4,180.3,4.82,Sedentary,1659.5,,17,3
329,Cat,10,Female,15.74,72.48,FLUTD,2090.4,27.8,181.9,,4.4,Active,781,156,18,2
330,Dog,11,Female,,,Lyme Disease,1478.9,12.5,,,1.27,Moderate,697.2,111,14,4
331,Sheep,15,Female,90.94,215.51,Scrapie,974.1,100.1,,244.5,,Moderate,1657,104,28,3
332,Rabbit,10,Female,28.17,71.88,Pasteurellosis,1160.3,40,146.9,25.7,4.82,Moderate,1325.7,63,10,3
333,Dog,1,Female,21.24,129.11,Pancreatitis,520.5,124.7,199.9,39.5,1.32,Active,826,111,12,2
334,Cow,8,Female,668.11,,Bloat,860,,146.7,216.7,1,Active,1233.8,93,14,1
335,Horse,12,Female,463.32,160.45,EMS,2425,,,109.2,3.08,Moderate,1096.5,,,3
336,Rabbit,20,Male,,88.49,Encephalitozoon,1187.3,119.2,35,,4.82,Moderate,,151,23,1
337,Sheep,17,Male,100.98,391.61,Parasites,1841.1,12,138.4,,3.03,Sedentary,772,79,,1
338,Horse,19,Female,521.15,183.99,Equine Influenza,,43.8,132.3,290.5,2.47,Moderate,,155,19,1
339,Cow,19,Male,521.53,,Foot-and-Mouth,1854.9,111.5,107.6,36.6,,Sedentary,1587.2,69,13,4
340,Rabbit,18,Male,,19.71,GI Stasis,1296.7,107.4,81.7,180.5,,Active,615.2,72,16,2
341,Sheep,4,Female,73.11,62.495,Scrapie,2014.3,38.6,54.5,190,2.55,Moderate,,84,24,3
342,Rabbit,11,Female,20.88,,Myxomatosis,1118.2,120.9,171,159.3,1.59,Active,,156,,2
343,Cat,2,Female,37.25,130.97,FIV,2418.1,68.7,110.4,248.7,2.45,Moderate,835.7,87,20,1
344,Cat,11,Male,12.39,29.76,Upper Respiratory Infections,623.7,108,149.2,,2.1,Sedentary,665.2,98,29,4
345,Horse,17,Male,611.32,47.73,Equine Influenza,1362.6,75,115.1,117.2,2.36,Sedentary,1344.6,112,24,1
346,Sheep,10,Male,115.04,,Caseous Lymphadenitis,577.9,11.3,,275.6,1.04,Moderate,1644.1,100,12,1
347,Rabbit,15,Female,10.15,,GI Stasis,805.3,10.7,125.8,182.9,3.01,Active,,87,11,4
348,Sheep,10,Male,60.52,185.56,Enterotoxemia,1394.3,,10.6,289,2.96,Active,644.5,,29,1
349,Dog,2,Female,34.03,100.22,Hip Dysplasia,603,38.4,90.3,271.3,4.05,Moderate,1597.3,127,,4
350,Cat,17,Male,20.46,42.52,FeLV,449,130,152.2,204.7,0.51,Sedentary,455.3,110,25,1
351,Horse,12,Male,688.52,226.14,Colic,2148.9,42,172,65,,Active,,117,15,4
352,Dog,18,Male,21.48,67.91,Hip Dysplasia,,73.3,158.7,240,3.87,Active,1335.6,122,20,4
353,Dog,8,Male,11.87,25.63,Pancreatitis,1836.5,147.8,,195.4,2.13,Moderate,1021.5,,13,3
354,Rabbit,13,Male,28.16,221.57,Myxomatosis,1302.9,,46.6,,0.9,Active,539.8,,28,1
355,Cow,6,Female,784.96,295.99,Foot-and-Mouth,1916.1,87.5,23.6,199.9,3.76,Moderate,652,150,28,4
356,Cow,20,Female,636.38,287.34,Ketosis,802.2,60.6,71.4,27,4.44,Sedentary,,131,20,2
357,Cow,13,Male,416.03,183.41,Johnes,427.7,89.8,115,,2.74,Active,,,12,2
358,Sheep,15,Female,112.67,319.76,Caseous Lymphadenitis,,83.4,125.7,,2.23,Moderate,,135,,3
359,Cat,14,Male,33.96,250.36,Hyperthyroidism,1660,28.2,77.7,82.1,1.17,Moderate,925.7,121,12,2
360,Cow,20,Female,439.24,144.88,BRD,2382.6,89.5,111,295.3,1.16,Sedentary,,64,10,4
361,Cat,13,Female,8.91,30.19,FIV,1978.4,60.7,,,3.48,Moderate,,82,13,1
362,Dog,17,Male,12.38,45.33,Hip Dysplasia,2211.4,,171.1,,2.01,Sedentary,350.3,130,12,4
363,Rabbit,9,Male,14.9,68.2,GI Stasis,1878.8,29.6,122.2,33.9,4.64,Sedentary,475.5,,19,2
364,Dog,6,Female,15.35,51.15,Pancreatitis,2488,103.4,24.9,276.3,0.75,Active,768,144,24,4
365,Sheep,9,Female,67.75,196.56,Foot Rot,,110.6,28,35.2,0.75,Moderate,575.3,88,10,4
366,Dog,12,Female,11.5,57.04,Lyme Disease,1702.6,124.4,,93.8,,Moderate,1145.5,61,23,2
367,Sheep,2,Male,55.15,,Enterotoxemia,,124.5,50,188.4,,Sedentary,1171.1,130,16,1
368,Horse,16,Male,692.1,,Strangles,767.9,149.3,57.7,43.8,1.3,Moderate,1410.8,147,16,1
369,Rabbit,16,Female,29.19,174.75,Encephalitozoon,841.9,43.7,,116.3,4.38,Moderate,497.4,80,28,1
370,Cow,1,Female,358.46,128.09,Milk Fever,262.2,89.2,47.9,103.2,4.47,Sedentary,984.5,124,11,3
371,Rabbit,11,Male,17.04,48.42,Myxomatosis,738.9,,31.7,,4.66,Moderate,924.2,82,11,4
372,Sheep,20,Male,40.86,92.31,Enterotoxemia,,85.1,,244.1,1.19,Sedentary,920.5,,26,4
373,Dog,9,Female,36.35,96.61,Allergies,396.9,59.5,,265.1,0.72,Moderate,1186.7,115,23,4
374,Horse,9,Male,315.89,107.68,Equine Influenza,226.7,34.9,,,0.89,Sedentary,1689.3,,24,4
375,Horse,1,Male,368.94,131.42,Equine Influenza,1356.4,90.6,,295.3,4.6,Moderate,1691,117,,4
376,Rabbit,13,Male,7.96,33.6,RHD,616.5,30.9,67.3,191.1,4.08,Moderate,,,26,3
377,Dog,17,Male,14.65,100.55,Lyme Disease,734.9,11.7,69.3,241.8,,Moderate,837.9,80,23,3
378,Horse,6,Female,627.08,230.98,EMS,,102.6,,42.3,4.38,Sedentary,1600.9,66,25,4
379,Horse,17,Female,624.12,280.14,PPID,541.3,71.5,25.3,181.5,4.6,Active,1456,135,19,1
380,Sheep,3,Male,68.39,201.49,Parasites,314.8,144.5,197,,2.82,Active,773.6,71,13,2
381,Cat,13,Male,12.7,,Upper Respiratory Infections,2097.8,57.9,,35.2,1.45,Moderate,687.4,146,23,2
382,Dog,7,Male,37.7,21.21,Heartworm,822.5,148.8,47.1,98.7,4.82,Active,939.5,,26,1
383,Dog,2,Male,33.86,,Canine Distemper,1360.7,11.3,167.8,208.9,1.12,Sedentary,669,127,22,1
384,Dog,18,Male,13.73,50.97,Heartworm,2117.1,18.2,120,180.2,3.88,Moderate,,,26,2
385,Cow,4,Female,462.17,207.17,Bloat,1365.5,,158.8,155.4,3.69,Moderate,757,105,17,1
386,Sheep,10,Male,42.06,,Parasites,2253.8,98.9,173,35.9,0.62,Active,315.3,90,18,1
387,Horse,2,Female,385.47,156.92,PPID,1726.7,85.9,130.2,,3.35,Moderate,372.1,146,25,3
388,Cow,20,Female,467.81,228.55,Ketosis,,37,136.4,,,Moderate,1735.1,129,20,4
389,Sheep,10,Male,114.15,387.58,Pregnancy Toxemia,,23.3,,270,1.38,Active,648.2,85,21,1
390,Horse,13,Female,583.11,296.45,EMS,703.4,18.4,114.8,88.1,3.43,Sedentary,,64,19,4
391,Cow,17,Male,,138.5,Foot-and-Mouth,,118.4,,246.7,0.96,Active,553.2,70,29,1
392,Horse,7,Female,,127.69,Strangles,,133.2,,211,3.7,Sedentary,1050.9,157,,1
393,Horse,20,Female,573.71,200.02,EMS,2270.3,124.9,,,,Moderate,1654.6,141,16,1
394,Sheep,2,Male,55.47,140.52,Parasites,569.2,31,,,3.89,Sedentary,895.1,69,29,4
395,Rabbit,15,Female,,257.2,Uterine Tumors,,119.2,75,236.9,1.42,Sedentary,899.6,152,14,2
396,Rabbit,12,Male,7.84,16.14,Encephalitozoon,589.7,147.3,173.6,251.1,3.21,Active,535.7,101,,3
397,Rabbit,19,Female,39.48,107.08,Uterine Tumors,269.8,96,89.8,25.8,2.97,Moderate,1616.1,119,28,2
398,Sheep,11,Female,62.32,,Scrapie,1350.5,,161,,,Active,429.3,97,23,1
399,Dog,15,Female,12.36,33.65,Canine Distemper,1583.2,23.1,,285.1,3.2,Moderate,1504.5,78,28,4
400,Horse,3,Male,638.24,237.97,Colic,1278.9,52.3,7.8,263.6,2.98,Active,,,24,4
401,Sheep,10,Male,58.67,150.15,Pregnancy Toxemia,1997.5,92,178,87.4,1.02,Sedentary,1778.4,89,28,3
402,Dog,16,Male,,,Heartworm,731.3,68.6,112.8,109,1.87,Moderate,510.2,108,17,3
403,Rabbit,2,Female,19.92,73.87,Pasteurellosis,2317,81.8,113.5,238.4,4.23,Active,,146,16,1
404,Sheep,7,Female,80.02,303,Pregnancy Toxemia,1495.3,105.7,71.2,49.1,4.02,Moderate,981.6,145,11,2
405,Dog,14,Male,32.47,66.68,Lyme Disease,1424.6,70.5,167.1,205.7,0.69,Active,793.5,75,12,4
406,Horse,5,Male,630.92,230.76,EHV,,37.1,30.3,83.1,,Active,1375.1,147,,4
407,Horse,9,Female,530.33,,PPID,694.7,20.8,98.1,,4.79,Sedentary,,75,,1
408,Rabbit,17,Female,,47.2525,Dental Disease,,68.6,53.5,252.6,3.86,Active,,,12,1
409,Sheep,2,Female,88.57,265.39,Foot Rot,1471.2,133.2,153.9,29.7,1.06,Active,1679.6,90,23,4
410,Horse,16,Male,797.78,,EMS,1906.4,105.1,42.8,264.7,4.47,Active,919.6,73,,2
411,Horse,1,Female,616.2,292.55,Colic,523.8,42.9,31.5,139,,Active,1119.1,105,22,1
412,Sheep,20,Female,79.36,182.57,Scrapie,1402,80,43.5,197.3,2.54,Moderate,,132,20,3
413,Cow,9,Male,343.02,169.45,Ketosis,269.4,40.4,176.6,,4.04,Moderate,434.5,93,,3
414,Rabbit,11,Female,14.51,68.66,Dental Disease,621.6,29.3,84.3,34,2.33,Active,929.2,131,20,1
415,Cat,7,Male,27.43,115.89,Chronic Kidney Disease,,119.1,9.8,79.2,,Sedentary,727.5,69,10,3
416,Sheep,20,Female,94.05,280.35,Enterotoxemia,,,,150.3,3.71,Moderate,663.5,68,18,3
417,Cow,15,Male,472.81,158.66,BRD,850.6,17.8,135.5,101.6,1.28,Sedentary,1465.4,134,16,3
418,Horse,13,Female,357.57,116.32,Laminitis,1421.3,124.5,,155.2,3.97,Active,,123,17,1
419,Cow,10,Female,665.25,314.63,Johnes,1053.8,141.1,199.5,,2.83,Sedentary,,69,15,4
420,Dog,12,Male,18.71,140.36,Lyme Disease,2134.9,58,70.2,151.2,2.11,Sedentary,816.8,120,14,3
421,Horse,19,Female,447.73,172.3,Laminitis,1244.1,79.4,101.8,142.9,0.9,Moderate,729.8,102,19,4
422,Sheep,5,Female,46.45,98.16,Scrapie,,,70.3,178,2.69,Active,1091.1,65,,2
423,Sheep,18,Female,64.56,222.22,Foot Rot,,15.2,108.2,22.7,4.95,Moderate,1253.9,142,13,3
424,Dog,19,Female,23.07,,Heartworm,2059.5,138.4,191.5,,2.28,Active,879.2,136,21,2
425,Cat,12,Female,,197.26,Dental Disease,266.8,149.7,10.8,255.9,3.05,Active,1197.2,77,,4
426,Sheep,12,Male,100.17,215.93,Enterotoxemia,2199.9,80.7,146.7,121.1,2.99,Moderate,1614.8,77,15,3
427,Sheep,2,Male,106.07,270.41,Caseous Lymphadenitis,2388.8,84.7,,231.5,3.28,Sedentary,354.1,81,11,4
428,Sheep,17,Male,85.73,297.29,Enterotoxemia,2238.5,82.7,,205.3,0.51,Moderate,679.4,80,10,1
429,Rabbit,15,Male,10,,GI Stasis,2249,,68.1,252.5,1.54,Moderate,,139,18,1
430,Rabbit,20,Female,21.61,235.54,GI Stasis,1473,83.5,40.4,207.6,3.69,Active,686.4,,23,2
431,Cow,6,Male,711.17,229.3,Johnes,2377.6,101.6,108.5,46.8,3.25,Moderate,533.9,70,,3
432,Rabbit,17,Female,32.88,90.52,Myxomatosis,477.2,,8.2,205.2,1.25,Moderate,794.8,,15,2
433,Rabbit,11,Female,24.42,55.8225,Uterine Tumors,457.6,84.3,159.2,218.7,1.57,Sedentary,1530.9,90,16,4
434,Cow,2,Female,320.71,100.42,Foot-and-Mouth,834.4,139.6,139.5,,2.88,Moderate,1522,72,23,4
435,Sheep,2,Male,87.02,318.75,Scrapie,1456.5,129.4,79.4,254.6,3.28,Active,648.8,113,12,3
436,Dog,14,Female,38.66,110.27,Parvovirus,586.6,20,50.2,76.4,1.5,Sedentary,1513.8,152,19,1
437,Cow,1,Female,716.31,241.65,BRD,2220.4,,101.9,75.7,0.84,Moderate,540.8,61,11,2
438,Cat,16,Male,,73.54,Upper Respiratory Infections,799.2,92,70.8,,,Moderate,,94,27,4
439,Horse,19,Male,634.61,,PPID,2303.8,119.9,157.7,,1.2,Moderate,1750.3,126,23,3
440,Rabbit,19,Male,,210.35,Dental Disease,,60.3,75,127.2,1.1,Sedentary,1128.8,81,29,1
441,Cat,8,Male,,107.41,Chronic Kidney Disease,518.6,96.1,146,,3.54,Sedentary,622.3,141,,2
442,Dog,11,Male,15,42.54,Lyme Disease,1908.8,71.2,126.4,,1.81,Sedentary,635.3,,21,1
443,Dog,20,Female,19.26,74.46,Parvovirus,317.5,27.3,,144.1,,Sedentary,1345.9,109,28,1
444,Horse,19,Female,,262.8,Laminitis,1990.9,149.3,176.3,243.7,4.71,Moderate,,73,15,3
445,Dog,6,Male,26.54,239.91,Allergies,2349.4,105,129.9,157.9,1.31,Sedentary,1779.5,113,27,3
446,Horse,8,Male,634.44,214.58,PPID,731.6,,188.6,282.6,3.49,Active,307.3,100,29,1
447,Dog,13,Male,5.66,16.02,Allergies,2071.1,101.9,97.2,,2.6,Sedentary,,74,19,1
448,Cow,5,Male,369.06,,BRD,2311.9,,78.7,,0.86,Active,,132,10,3
449,Sheep,8,Female,104.3,97.6675,Parasites,943.7,110.7,,210.2,1.5,Sedentary,1542.8,96,11,3
450,Sheep,13,Male,74.25,189.23,Parasites,1991.8,43,90.2,278.4,2.9,Sedentary,978.8,,11,4
451,Cat,19,Female,23.32,,FLUTD,,145.7,96.1,48.7,1.49,Moderate,,94,15,1
452,Sheep,19,Female,103.04,222.44,Caseous Lymphadenitis,2191.3,86.3,73.1,50.2,2.37,Moderate,990.8,128,,4
453,Horse,10,Male,682.33,320.67,EMS,1269.8,122.7,145,115.4,1.96,Sedentary,1613.5,106,12,4
454,Sheep,2,Male,45.09,157.3,Caseous Lymphadenitis,769.9,108.9,127.2,,4.19,Active,506.9,,,3
455,Cow,7,Female,365.84,129.31,Johnes,1410.6,131.6,112.4,269,4.51,Active,756.3,135,,1
456,Rabbit,16,Male,34.72,168.89,Encephalitozoon,,127,92.5,250.9,2.53,Active,411.8,156,29,4
457,Dog,16,Male,34.03,99.85,Allergies,,,131.6,,3.7,Moderate,434.3,120,14,4
458,Cow,18,Male,503.89,163.67,Foot-and-Mouth,940.1,51.4,180.6,266.2,1.51,Active,1504.7,82,25,4
459,Dog,2,Male,32.14,153.76,Hip Dysplasia,368.2,88.1,152.6,,2.63,Moderate,1659.8,116,25,2
460,Horse,6,Male,331.56,,Colic,280.6,126.6,57.3,178.2,1.24,Sedentary,1603.5,138,20,2
461,Cat,5,Female,,107.69,Chronic Kidney Disease,798.2,132.7,,62.8,2.13,Moderate,1034.1,133,15,1
462,Horse,7,Female,722.83,319.64,EHV,1423.9,66,16.3,293.9,0.85,Sedentary,1135.1,143,13,4
463,Cow,2,Male,383.91,183.08,Foot-and-Mouth,1660.5,115.1,176.7,220.3,2.72,Active,1755.3,98,19,4
464,Cow,11,Female,672.01,236.86,Mastitis,1364.2,99.9,110.5,209.1,1.9,Active,1098.7,137,23,4
465,Cat,17,Male,,48.52,Chronic Kidney Disease,1806.8,138.4,138.5,282.8,0.92,Moderate,,72,23,3
466,Rabbit,2,Male,21.13,43.68,Dental Disease,1766.6,,101.5,72.3,4.13,Active,1193.1,120,27,3
467,Cow,11,Female,,166.45,BRD,1520.5,,,196,3.92,Sedentary,1279.5,119,23,4
468,Cat,8,Male,15.77,100.31,Hyperthyroidism,1768.3,58,146.8,,3.79,Sedentary,1679.1,126,16,4
469,Dog,11,Female,36.69,148.42,Parvovirus,2182.2,48.4,175.5,150.7,,Moderate,579.6,138,24,4
470,Cat,15,Male,,266.09,Hyperthyroidism,292.7,82.5,40.3,,,Sedentary,1367.4,109,20,2
471,Horse,1,Male,777.72,346.21,Equine Influenza,2115.5,19.4,63.6,,,Sedentary,1580.3,153,13,2
472,Cat,7,Female,11.97,69.94,Upper Respiratory Infections,1018.8,60.6,,126.3,1.51,Active,,127,14,4
473,Horse,17,Female,551.67,186.78,EMS,902.8,139.4,,30.6,0.85,Moderate,1068.9,89,12,4
474,Dog,13,Male,38.45,82.79,Canine Distemper,2185.2,117.2,58.1,69.8,0.55,Sedentary,730.5,,17,4
475,Horse,1,Female,554.07,,EMS,1595.8,56.4,104.3,,,Sedentary,733.7,,21,2
476,Cat,7,Male,36.06,119.12,Hyperthyroidism,334.7,71.8,168,162.6,0.52,Active,1089.8,122,,3
477,Rabbit,17,Male,,42.17,Dental Disease,,109.5,85,291.9,,Sedentary,1688.8,60,25,2
478,Cow,14,Male,535.65,212.15,Milk Fever,2351.6,140.5,,31.6,,Moderate,1104.2,128,25,2
479,Sheep,11,Male,44.46,,Pregnancy Toxemia,1148.7,118.1,64.6,299.6,0.79,Moderate,1657.8,128,27,1
480,Horse,2,Female,498.64,222.15,EHV,827.5,147.2,56.5,32.6,1.96,Sedentary,1294.4,75,15,1
